file_path,ll_path,cve_id,vuln_type,source
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\impl.rs,snippet4\non-vulnerable\.ll\impl.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\ref_count.rs,snippet4\non-vulnerable\.ll\ref_count.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\non-vulnerable\.rs\runtime_name.rs,snippet4\non-vulnerable\.ll\runtime_name.ll,GHSA-x4mq-m75f-mx8m,unspecified,https://crates.io/crates/windows
snippet4\vulnerable\.rs\rate_v.rs,snippet4\vulnerable\.ll\rate_v.ll,CVE-2024-43783,unspecified,https://crates.io/crates/apollo-router
snippet4\non-vulnerable\.rs\mod.rs,snippet4\non-vulnerable\.ll\mod.ll,CVE-2024-43783,unspecified,https://crates.io/crates/apollo-router
snippet4\non-vulnerable\.rs\test.rs,snippet4\non-vulnerable\.ll\test.ll,CVE-2024-43783,unspecified,https://crates.io/crates/apollo-router
snippet4\non-vulnerable\.rs\consts.rs,snippet4\non-vulnerable\.ll\consts.ll,CVE-2024-43783,unspecified,https://crates.io/crates/apollo-router
snippet4\non-vulnerable\.rs\mod.rs,snippet4\non-vulnerable\.ll\mod.ll,CVE-2024-43783,unspecified,https://crates.io/crates/apollo-router
snippet4\non-vulnerable\.rs\unified_tags.rs,snippet4\non-vulnerable\.ll\unified_tags.ll,CVE-2024-43783,unspecified,https://crates.io/crates/apollo-router
snippet4\non-vulnerable\.rs\rate.rs,snippet4\non-vulnerable\.ll\rate.ll,CVE-2024-43783,unspecified,https://crates.io/crates/apollo-router
snippet4\vulnerable\.rs\macros_v.rs,snippet4\vulnerable\.ll\macros_v.ll,GHSA-xcf7-rvmh-g6q4,unspecified,https://crates.io/crates/openssl
snippet4\non-vulnerable\.rs\macros.rs,snippet4\non-vulnerable\.ll\macros.ll,GHSA-xcf7-rvmh-g6q4,unspecified,https://crates.io/crates/openssl
snippet4\vulnerable\.rs\flowcontrol_v.rs,snippet4\vulnerable\.ll\flowcontrol_v.ll,CVE-2024-1410,unspecified,https://crates.io/crates/quiche
snippet4\vulnerable\.rs\table_v.rs,snippet4\vulnerable\.ll\table_v.ll,CVE-2024-1410,unspecified,https://crates.io/crates/quiche
snippet4\vulnerable\.rs\static_table_v.rs,snippet4\vulnerable\.ll\static_table_v.ll,CVE-2024-1410,unspecified,https://crates.io/crates/quiche
snippet4\vulnerable\.rs\minmax_v.rs,snippet4\vulnerable\.ll\minmax_v.ll,CVE-2024-1410,unspecified,https://crates.io/crates/quiche
snippet4\non-vulnerable\.rs\flowcontrol.rs,snippet4\non-vulnerable\.ll\flowcontrol.ll,CVE-2024-1410,unspecified,https://crates.io/crates/quiche
snippet4\non-vulnerable\.rs\table.rs,snippet4\non-vulnerable\.ll\table.ll,CVE-2024-1410,unspecified,https://crates.io/crates/quiche
snippet4\non-vulnerable\.rs\static_table.rs,snippet4\non-vulnerable\.ll\static_table.ll,CVE-2024-1410,unspecified,https://crates.io/crates/quiche
snippet4\non-vulnerable\.rs\minmax.rs,snippet4\non-vulnerable\.ll\minmax.ll,CVE-2024-1410,unspecified,https://crates.io/crates/quiche
snippet4\vulnerable\.rs\macros_v.rs,snippet4\vulnerable\.ll\macros_v.ll,CVE-2018-20997,unspecified,https://crates.io/crates/openssl
snippet4\non-vulnerable\.rs\macros.rs,snippet4\non-vulnerable\.ll\macros.ll,CVE-2018-20997,unspecified,https://crates.io/crates/openssl
snippet4\vulnerable\.rs\macros_v.rs,snippet4\vulnerable\.ll\macros_v.ll,GHSA-xphf-cx8h-7q9g,unspecified,https://crates.io/crates/openssl
snippet4\non-vulnerable\.rs\macros.rs,snippet4\non-vulnerable\.ll\macros.ll,GHSA-xphf-cx8h-7q9g,unspecified,https://crates.io/crates/openssl
snippet4\vulnerable\.rs\macros_v.rs,snippet4\vulnerable\.ll\macros_v.ll,GHSA-xrv3-jmcp-374j,unspecified,https://crates.io/crates/zerovec
snippet4\non-vulnerable\.rs\macros.rs,snippet4\non-vulnerable\.ll\macros.ll,GHSA-xrv3-jmcp-374j,unspecified,https://crates.io/crates/zerovec
snippet4\vulnerable\.rs\vec_map_v.rs,snippet4\vulnerable\.ll\vec_map_v.ll,CVE-2017-18587,unspecified,https://crates.io/crates/hyper
snippet4\vulnerable\.rs\cell_v.rs,snippet4\vulnerable\.ll\cell_v.ll,CVE-2017-18587,unspecified,https://crates.io/crates/hyper
snippet4\non-vulnerable\.rs\vec_map.rs,snippet4\non-vulnerable\.ll\vec_map.ll,CVE-2017-18587,unspecified,https://crates.io/crates/hyper
snippet4\non-vulnerable\.rs\cell.rs,snippet4\non-vulnerable\.ll\cell.ll,CVE-2017-18587,unspecified,https://crates.io/crates/hyper
snippet4\vulnerable\.rs\arc_cell_v.rs,snippet4\vulnerable\.ll\arc_cell_v.ll,CVE-2018-20996,unspecified,https://crates.io/crates/crossbeam
snippet4\non-vulnerable\.rs\arc_cell.rs,snippet4\non-vulnerable\.ll\arc_cell.ll,CVE-2018-20996,unspecified,https://crates.io/crates/crossbeam
snippet4\vulnerable\.rs\macros_v.rs,snippet4\vulnerable\.ll\macros_v.ll,CVE-2018-20997,unspecified,https://crates.io/crates/openssl
snippet4\non-vulnerable\.rs\macros.rs,snippet4\non-vulnerable\.ll\macros.ll,CVE-2018-20997,unspecified,https://crates.io/crates/openssl
snippet4\vulnerable\.rs\error_v.rs,snippet4\vulnerable\.ll\error_v.ll,CVE-2018-21000,unspecified,https://crates.io/crates/safe-transmute
snippet4\non-vulnerable\.rs\error.rs,snippet4\non-vulnerable\.ll\error.ll,CVE-2018-21000,unspecified,https://crates.io/crates/safe-transmute
